ID,Pilots,PhoneNuber ,Agents,TotalReceipt,OrderDetails,TimeStamp,Zone,LastStatus,Date
20131,Pilot 45,11111111145,Agent 11,263.4,"1-ID : 1234 Description : Item Name Q= Quantity , 2-ID : 2345 Description : Item Name Q= Quantity ,3-ID : 5678 Description : Item Name Q= Quantity ,5-ID : 3456 Description : Item Name Q= Quantity ",1/6/2021 16:37:02,City 5,Delivered,06/01/2021
20130,Pilot 45,11111111145,Agent 11,263.4,"1-ID : 1234 Description : Item Name Q= Quantity , 2-ID : 2345 Description : Item Name Q= Quantity ,3-ID : 5678 Description : Item Name Q= Quantity ,5-ID : 3456 Description : Item Name Q= Quantity ",1/6/2021 16:35:12,City 5,Delivered,06/01/2021
20129,Pilot 45,11111111145,Agent 11,263.4,"1-ID : 1234 Description : Item Name Q= Quantity , 2-ID : 2345 Description : Item Name Q= Quantity ,3-ID : 5678 Description : Item Name Q= Quantity ,5-ID : 3456 Description : Item Name Q= Quantity ",1/6/2021 16:34:13,City 7,Delivered,06/01/2021
20128,Pilot 45,11111111145,Agent 11,263.4,"1-ID : 1234 Description : Item Name Q= Quantity , 2-ID : 2345 Description : Item Name Q= Quantity ,3-ID : 5678 Description : Item Name Q= Quantity ,5-ID : 3456 Description : Item Name Q= Quantity ",1/6/2021 16:33:12,City 18,Delivered,06/01/2021
20127,Pilot 45,11111111145,Agent 1,540.9,"1-ID : 1234 Description : Item Name Q= Quantity , 2-ID : 2345 Description : Item Name Q= Quantity ,3-ID : 5678 Description : Item Name Q= Quantity ,5-ID : 3456 Description : Item Name Q= Quantity ",1/6/2021 16:28:19,City 4,Cancelled,06/01/2021
20126,Pilot 45,11111111145,Agent 5,253.25,"1-ID : 1234 Description : Item Name Q= Quantity , 2-ID : 2345 Description : Item Name Q= Quantity ,3-ID : 5678 Description : Item Name Q= Quantity ,5-ID : 3456 Description : Item Name Q= Quantity ",1/6/2021 16:24:15,City 4,Delivered,06/01/2021
20125,Pilot 45,11111111145,Agent 13,364.05,"1-ID : 1234 Description : Item Name Q= Quantity , 2-ID : 2345 Description : Item Name Q= Quantity ,3-ID : 5678 Description : Item Name Q= Quantity ,5-ID : 3456 Description : Item Name Q= Quantity ",1/6/2021 16:21:54,City 21,Delivered,06/01/2021
20124,Pilot 45,11111111145,Agent 1,252.5,"1-ID : 1234 Description : Item Name Q= Quantity , 2-ID : 2345 Description : Item Name Q= Quantity ,3-ID : 5678 Description : Item Name Q= Quantity ,5-ID : 3456 Description : Item Name Q= Quantity ",1/6/2021 16:03:04,City 9,Delivered,06/01/2021
20123,Pilot 45,11111111145,Agent 9,288.3,"1-ID : 1234 Description : Item Name Q= Quantity , 2-ID : 2345 Description : Item Name Q= Quantity ,3-ID : 5678 Description : Item Name Q= Quantity ,5-ID : 3456 Description : Item Name Q= Quantity ",1/6/2021 15:56:16,City 1,Delivered,06/01/2021
20122,Pilot 45,11111111145,Agent 13,478.75,"1-ID : 1234 Description : Item Name Q= Quantity , 2-ID : 2345 Description : Item Name Q= Quantity ,3-ID : 5678 Description : Item Name Q= Quantity ,5-ID : 3456 Description : Item Name Q= Quantity ",1/6/2021 15:55:41,City 2,Delivered,06/01/2021
20121,Pilot 45,11111111145,Agent 10,240.65,"1-ID : 1234 Description : Item Name Q= Quantity , 2-ID : 2345 Description : Item Name Q= Quantity ,3-ID : 5678 Description : Item Name Q= Quantity ,5-ID : 3456 Description : Item Name Q= Quantity ",1/6/2021 15:48:50,City 16,Delivered,06/01/2021
20120,Pilot 45,11111111145,Agent 10,179.8,"1-ID : 1234 Description : Item Name Q= Quantity , 2-ID : 2345 Description : Item Name Q= Quantity ,3-ID : 5678 Description : Item Name Q= Quantity ,5-ID : 3456 Description : Item Name Q= Quantity ",1/6/2021 15:37:45,City 7,Cancelled,06/01/2021
20119,Pilot 45,11111111145,Agent 12,301.7,"1-ID : 1234 Description : Item Name Q= Quantity , 2-ID : 2345 Description : Item Name Q= Quantity ,3-ID : 5678 Description : Item Name Q= Quantity ,5-ID : 3456 Description : Item Name Q= Quantity ",1/6/2021 15:36:01,City 3,Delivered,06/01/2021
20118,Pilot 45,11111111145,Agent 5,351.5,"1-ID : 1234 Description : Item Name Q= Quantity , 2-ID : 2345 Description : Item Name Q= Quantity ,3-ID : 5678 Description : Item Name Q= Quantity ,5-ID : 3456 Description : Item Name Q= Quantity ",1/6/2021 15:28:53,City 10,Delivered,06/01/2021
20117,Pilot 45,11111111145,Agent 9,509.45,"1-ID : 1234 Description : Item Name Q= Quantity , 2-ID : 2345 Description : Item Name Q= Quantity ,3-ID : 5678 Description : Item Name Q= Quantity ,5-ID : 3456 Description : Item Name Q= Quantity ",1/6/2021 15:25:59,City 16,Delivered,06/01/2021
20116,Pilot 45,11111111145,Agent 11,263.4,"1-ID : 1234 Description : Item Name Q= Quantity , 2-ID : 2345 Description : Item Name Q= Quantity ,3-ID : 5678 Description : Item Name Q= Quantity ,5-ID : 3456 Description : Item Name Q= Quantity ",1/6/2021 15:25:37,City 9,Delivered,06/01/2021
20115,Pilot 45,11111111145,Agent 11,263.4,"1-ID : 1234 Description : Item Name Q= Quantity , 2-ID : 2345 Description : Item Name Q= Quantity ,3-ID : 5678 Description : Item Name Q= Quantity ,5-ID : 3456 Description : Item Name Q= Quantity ",1/6/2021 15:23:28,City 10,Delivered,06/01/2021
20114,Pilot 45,11111111145,Agent 11,263.4,"1-ID : 1234 Description : Item Name Q= Quantity , 2-ID : 2345 Description : Item Name Q= Quantity ,3-ID : 5678 Description : Item Name Q= Quantity ,5-ID : 3456 Description : Item Name Q= Quantity ",1/6/2021 15:18:57,City 10,Delivered,06/01/2021
20113,Pilot 45,11111111145,Agent 9,392.1,"1-ID : 1234 Description : Item Name Q= Quantity , 2-ID : 2345 Description : Item Name Q= Quantity ,3-ID : 5678 Description : Item Name Q= Quantity ,5-ID : 3456 Description : Item Name Q= Quantity ",1/6/2021 15:16:25,City 10,Delivered,06/01/2021
20112,Pilot 45,11111111145,Agent 11,263.4,"1-ID : 1234 Description : Item Name Q= Quantity , 2-ID : 2345 Description : Item Name Q= Quantity ,3-ID : 5678 Description : Item Name Q= Quantity ,5-ID : 3456 Description : Item Name Q= Quantity ",1/6/2021 15:15:49,City 19,Delivered,06/01/2021
20111,Pilot 45,11111111145,Agent 11,263.4,"1-ID : 1234 Description : Item Name Q= Quantity , 2-ID : 2345 Description : Item Name Q= Quantity ,3-ID : 5678 Description : Item Name Q= Quantity ,5-ID : 3456 Description : Item Name Q= Quantity ",1/6/2021 15:14:29,City 10,Delivered,06/01/2021
20110,Pilot 45,11111111145,Agent 11,263.4,"1-ID : 1234 Description : Item Name Q= Quantity , 2-ID : 2345 Description : Item Name Q= Quantity ,3-ID : 5678 Description : Item Name Q= Quantity ,5-ID : 3456 Description : Item Name Q= Quantity ",1/6/2021 15:13:33,City 10,Delivered,06/01/2021
20109,Pilot 45,11111111145,Agent 4,112.1,"1-ID : 1234 Description : Item Name Q= Quantity , 2-ID : 2345 Description : Item Name Q= Quantity ,3-ID : 5678 Description : Item Name Q= Quantity ,5-ID : 3456 Description : Item Name Q= Quantity ",1/6/2021 15:12:33,City 10,Delivered,06/01/2021
20109,Pilot 45,11111111145,Agent 4,112.1,"1-ID : 1234 Description : Item Name Q= Quantity , 2-ID : 2345 Description : Item Name Q= Quantity ,3-ID : 5678 Description : Item Name Q= Quantity ,5-ID : 3456 Description : Item Name Q= Quantity ",1/6/2021 15:12:33,City 20,,06/01/2021
20108,Pilot 45,11111111145,Agent 12,476.1,"1-ID : 1234 Description : Item Name Q= Quantity , 2-ID : 2345 Description : Item Name Q= Quantity ,3-ID : 5678 Description : Item Name Q= Quantity ,5-ID : 3456 Description : Item Name Q= Quantity ",1/6/2021 15:12:14,City 19,Delivered,06/01/2021
20107,Pilot 45,11111111145,Agent 11,263.4,"1-ID : 1234 Description : Item Name Q= Quantity , 2-ID : 2345 Description : Item Name Q= Quantity ,3-ID : 5678 Description : Item Name Q= Quantity ,5-ID : 3456 Description : Item Name Q= Quantity ",1/6/2021 15:12:11,City 10,Delivered,06/01/2021
20106,Pilot 45,11111111145,Agent 1,421.75,"1-ID : 1234 Description : Item Name Q= Quantity , 2-ID : 2345 Description : Item Name Q= Quantity ,3-ID : 5678 Description : Item Name Q= Quantity ,5-ID : 3456 Description : Item Name Q= Quantity ",1/6/2021 15:11:42,City 11,Delivered,06/01/2021
20105,Pilot 45,11111111145,Agent 11,263.4,"1-ID : 1234 Description : Item Name Q= Quantity , 2-ID : 2345 Description : Item Name Q= Quantity ,3-ID : 5678 Description : Item Name Q= Quantity ,5-ID : 3456 Description : Item Name Q= Quantity ",1/6/2021 15:10:14,City 10,Delivered,06/01/2021
20104,Pilot 45,11111111145,Agent 11,263.4,"1-ID : 1234 Description : Item Name Q= Quantity , 2-ID : 2345 Description : Item Name Q= Quantity ,3-ID : 5678 Description : Item Name Q= Quantity ,5-ID : 3456 Description : Item Name Q= Quantity ",1/6/2021 15:08:27,City 10,Delivered,06/01/2021
20103,Pilot 45,11111111145,Agent 11,263.4,"1-ID : 1234 Description : Item Name Q= Quantity , 2-ID : 2345 Description : Item Name Q= Quantity ,3-ID : 5678 Description : Item Name Q= Quantity ,5-ID : 3456 Description : Item Name Q= Quantity ",1/6/2021 15:06:34,City 10,Delivered,06/01/2021
20102,Pilot 45,11111111145,Agent 11,263.4,"1-ID : 1234 Description : Item Name Q= Quantity , 2-ID : 2345 Description : Item Name Q= Quantity ,3-ID : 5678 Description : Item Name Q= Quantity ,5-ID : 3456 Description : Item Name Q= Quantity ",1/6/2021 15:04:02,City 10,,06/01/2021
